timestr                l_enc    r_enc   imu_hdg  pan_ang  ds_mm
20200705-092618.125,       0,       0,   358.9,    0.0,    3000
20200705-092618.376,       0,       0,   358.9,    0.0,    3000
20200705-092618.627,       0,       0,   358.9,    0.0,    3000
20200705-092618.878,       0,       0,   358.9,    0.0,    3000
20200705-092619.175,       0,       0,   358.9,    0.0,    3000
20200705-092619.426,       0,       0,   358.9,    0.0,    3000
20200705-092619.677,       0,       0,   358.9,    0.0,    3000
20200705-092619.928,       0,       0,   358.9,    0.0,    3000
20200705-092620.178,       0,       0,   358.9,    0.0,    3000
20200705-092620.429,       0,       0,   358.9,    0.0,    3000
20200705-092620.680,       0,       0,   358.9,    0.0,    3000
20200705-092620.931,       0,       0,   358.9,    0.0,    3000
20200705-092621.182,       0,       0,   358.9,    0.0,    3000
20200705-092621.432,       0,       0,   358.9,  -12.5,    3000
20200705-092621.683,       0,       0,   358.9,  -12.5,    3000
20200705-092621.934,       0,       0,   358.9,  -12.5,    3000
20200705-092622.184,       0,       0,   358.9,  -25.0,    3000
20200705-092622.436,       0,       0,   358.9,  -25.0,    3000
20200705-092622.686,       0,       0,   358.9,  -25.0,    3000
20200705-092622.937,       0,       0,   358.9,  -37.5,    1431
20200705-092623.188,       0,       0,   358.9,  -37.5,    3000
20200705-092623.653,       0,       0,   358.9,  -50.0,    3000
20200705-092623.988,       0,       0,   358.9,  -50.0,    1170
20200705-092624.498,       0,       0,   358.9,  -62.5,    1096
20200705-092624.850,       0,       0,   358.9,  -62.5,    1066
20200705-092625.101,       0,       0,   358.9,  -62.5,    1044
20200705-092625.950,       0,       0,   358.9,    0.0,    3000
20200705-092626.201,       0,       0,   358.9,    0.0,    3000
20200705-092626.452,       0,       0,   358.9,    0.0,    3000
20200705-092626.702,       0,       0,   358.9,    0.0,    3000
20200705-092626.953,       0,       0,   358.9,    0.0,    3000
20200705-092627.204,       0,       0,   359.0,   12.5,    3000
20200705-092627.455,       0,       0,   358.9,   12.5,    3000
20200705-092627.706,       0,       0,   358.9,   12.5,    3000
20200705-092627.957,       0,       0,   358.9,   25.0,    3000
20200705-092628.208,       0,       0,   358.9,   25.0,    3000
20200705-092628.458,       0,       0,   358.9,   25.0,    3000
20200705-092628.709,       0,       0,   358.9,   37.5,    3000
20200705-092628.959,       0,       0,   358.9,   37.5,    3000
20200705-092629.210,       0,       0,   358.9,   37.5,    3000
20200705-092629.461,       0,       0,   358.9,   37.5,    3000
20200705-092629.712,       0,       0,   358.9,   50.0,    3000
20200705-092630.224,       0,       0,   358.9,   50.0,    3000
20200705-092630.521,       0,       0,   358.9,   62.5,    1265
20200705-092630.831,       0,       0,   358.9,   62.5,    1220
20200705-092631.081,       0,       0,   358.9,   62.5,    1209
20200705-092631.377,       0,       0,   358.9,   62.5,    1263
20200705-092632.129,       0,       0,   358.9,    0.0,    3000
20200705-092632.380,       0,       0,   358.9,    0.0,    3000
20200705-092632.630,       0,       0,   358.9,    0.0,    3000
20200705-092632.881,       0,       0,   358.9,    0.0,    3000
20200705-092633.133,       6,       5,   358.9,    0.0,    3000
20200705-092633.384,      45,      44,   359.4,    0.0,    3000
20200705-092633.635,      83,      81,   359.7,    0.0,    3000
20200705-092633.886,     121,     119,   359.7,    0.0,    3000
20200705-092634.137,     158,     157,   359.8,    0.0,    3000
20200705-092634.387,     196,     194,   359.9,    0.0,    3000
20200705-092634.638,     234,     232,   359.5,    0.0,    3000
20200705-092634.889,     271,     269,   359.3,    0.0,    3000
20200705-092635.140,     309,     307,   359.0,    0.0,    3000
20200705-092635.392,     347,     345,   359.1,    0.0,    3000
20200705-092635.643,     385,     383,   359.5,    0.0,    3000
20200705-092635.894,     422,     420,   359.5,    0.0,    3000
20200705-092636.145,     460,     458,   359.9,    0.0,    3000
20200705-092636.395,     498,     495,     0.2,    0.0,    3000
20200705-092636.646,     534,     532,     0.1,    0.0,    3000
20200705-092636.897,     537,     536,   359.8,    0.0,    3000
20200705-092637.148,     537,     536,   359.8,    0.0,    3000
20200705-092637.398,     537,     536,   359.8,  -12.5,    3000
20200705-092637.649,     537,     536,   359.8,  -12.5,    3000
20200705-092637.900,     537,     536,   359.8,  -12.5,    3000
20200705-092638.151,     537,     536,   359.8,  -25.0,    3000
20200705-092638.403,     537,     536,   359.8,  -25.0,    3000
20200705-092638.671,     537,     536,   359.8,  -25.0,    3000
20200705-092638.921,     537,     536,   359.8,  -37.5,    3000
20200705-092639.172,     537,     536,   359.8,  -37.5,    3000
20200705-092639.423,     537,     536,   359.8,  -37.5,    3000
20200705-092639.684,     537,     536,   359.8,  -50.0,    3000
20200705-092639.935,     537,     536,   359.8,  -50.0,    3000
20200705-092640.186,     537,     536,   359.8,  -50.0,    1182
