timestr                l_enc    r_enc   imu_hdg  pan_ang  ds_mm
20200626-094147.056,       0,       0,   359.9,    0.0,    3000
20200626-094147.468,       0,       0,   359.9,    0.0,    3000
20200626-094147.855,       0,       0,   359.9,    0.0,    3000
20200626-094148.266,       0,       0,   359.9,    0.0,    3000
20200626-094148.682,       0,       0,   359.9,    0.0,    3000
20200626-094149.033,       0,       0,   359.9,    0.0,    3000
20200626-094149.425,       0,       0,   359.9,    0.0,    3000
20200626-094149.761,       0,       0,   359.9,    0.0,    3000
20200626-094150.161,       0,       0,   359.9,    0.0,    3000
20200626-094150.489,       0,       0,   359.9,    0.0,    3000
20200626-094150.851,       0,       0,   359.9,    0.0,    3000
20200626-094151.232,       0,       0,   359.9,    0.0,    3000
20200626-094151.680,       0,       0,   359.9,    0.0,    3000
20200626-094152.065,       0,       0,   359.9,    0.0,    3000
20200626-094152.428,       0,       0,   359.9,    0.0,    3000
20200626-094152.832,       0,       0,   359.9,    0.0,    3000
20200626-094153.167,       0,       0,   359.9,    0.0,    3000
20200626-094153.531,       0,       0,   359.9,    0.0,    3000
20200626-094153.933,       0,       0,   359.9,    0.0,    3000
20200626-094154.246,       0,       0,   359.9,    0.0,    3000
20200626-094154.583,       0,       0,   359.9,    0.0,    3000
20200626-094154.914,       0,       0,   359.9,    0.0,    3000
20200626-094155.279,       0,       0,   359.9,    0.0,    3000
20200626-094155.612,       0,       0,   359.9,    0.0,    3000
20200626-094155.943,       0,       0,   359.9,    0.0,    3000
20200626-094156.295,       0,       0,   359.9,    0.0,    3000
20200626-094156.643,       0,       0,   359.9,    0.0,    3000
20200626-094157.021,       0,       0,   359.9,    0.0,    3000
20200626-094157.416,       0,       0,   359.9,    0.0,    3000
20200626-094157.835,       0,       0,   359.9,    0.0,    3000
