Date Time          ,Battery Voltage
2019-04-28 11:05:26,10.159
2019-04-28 11:05:32,10.228
2019-04-28 11:05:38,10.245
2019-04-28 11:05:44,10.254
2019-04-28 11:05:50,10.237
2019-04-28 11:05:56,10.237
2019-04-28 11:06:02,10.211
2019-04-28 11:06:08,10.245
2019-04-28 11:06:14,10.228
2019-04-28 11:06:20,10.211
2019-04-28 11:06:26,10.211
2019-04-28 11:06:32,10.237
2019-04-28 11:06:38,10.228
2019-04-28 11:06:44,10.228
2019-04-28 11:06:50,10.202
2019-04-28 11:06:56,10.228
2019-04-28 11:07:02,10.211
2019-04-28 11:07:08,10.211
2019-04-28 11:07:14,10.202
2019-04-28 11:07:20,10.202
2019-04-28 11:07:26,10.168
2019-04-28 11:07:32,10.194
2019-04-28 11:07:38,10.194
2019-04-28 11:07:44,10.202
2019-04-28 11:07:50,10.202
2019-04-28 11:07:56,10.202
2019-04-28 11:08:02,10.202
2019-04-28 11:08:08,10.185
2019-04-28 11:08:14,10.202
2019-04-28 11:08:20,10.194
2019-04-28 11:08:26,10.194
2019-04-28 11:08:32,10.159
2019-04-28 11:08:38,10.168
2019-04-28 11:08:44,10.177
2019-04-28 11:08:50,10.185
2019-04-28 11:08:56,10.159
2019-04-28 11:09:02,10.185
2019-04-28 11:09:08,10.185
2019-04-28 11:09:14,10.168
2019-04-28 11:09:20,10.151
2019-04-28 11:09:26,10.185
2019-04-28 11:09:32,10.168
2019-04-28 11:09:38,10.168
2019-04-28 11:09:44,10.151
2019-04-28 11:09:50,10.151
2019-04-28 11:09:56,10.177
2019-04-28 11:10:02,10.159
2019-04-28 11:10:08,10.142
2019-04-28 11:10:14,10.159
2019-04-28 11:10:20,10.168
2019-04-28 11:10:26,10.159
2019-04-28 11:10:32,10.134
2019-04-28 11:10:38,10.134
2019-04-28 11:10:44,10.134
2019-04-28 11:10:50,10.142
2019-04-28 11:10:56,10.091
2019-04-28 11:11:02,10.100
2019-04-28 11:11:08,10.108
2019-04-28 11:11:14,10.151
2019-04-28 11:11:20,10.117
2019-04-28 11:11:26,10.134
2019-04-28 11:11:32,10.151
2019-04-28 11:11:38,10.142
2019-04-28 11:11:44,10.117
2019-04-28 11:11:50,10.134
2019-04-28 11:11:56,10.125
2019-04-28 11:12:02,10.134
2019-04-28 11:12:08,10.108
2019-04-28 11:12:14,10.117
2019-04-28 11:12:20,10.134
2019-04-28 11:12:26,10.108
2019-04-28 11:12:32,10.108
2019-04-28 11:12:38,10.117
2019-04-28 11:12:44,10.108
2019-04-28 11:12:50,10.134
2019-04-28 11:12:56,10.125
2019-04-28 11:13:02,10.134
2019-04-28 11:13:08,10.125
2019-04-28 11:13:14,10.125
2019-04-28 11:13:20,10.939
2019-04-28 11:13:26,10.108
2019-04-28 11:13:32,10.091
2019-04-28 11:13:38,10.108
2019-04-28 11:13:44,10.185
2019-04-28 11:13:50,10.973
2019-04-28 11:13:56,11.385
2019-04-28 11:14:02,10.151
2019-04-28 11:14:08,10.177
2019-04-28 11:14:14,10.982
2019-04-28 11:14:20,11.016
2019-04-28 11:14:26,11.008
2019-04-28 11:14:32,10.211
2019-04-28 11:14:38,10.956
2019-04-28 11:14:44,11.059
2019-04-28 11:14:50,11.059
2019-04-28 11:14:56,11.085
2019-04-28 11:15:02,10.271
2019-04-28 11:15:08,11.110
2019-04-28 11:15:14,11.102
2019-04-28 11:15:20,11.128
2019-04-28 11:15:26,11.136
2019-04-28 11:15:32,11.145
2019-04-28 11:15:38,11.085
2019-04-28 11:15:44,11.179
2019-04-28 11:15:50,11.145
2019-04-28 11:15:56,11.196
2019-04-28 11:16:02,11.059
2019-04-28 11:16:08,11.205
2019-04-28 11:16:14,11.205
2019-04-28 11:16:20,11.205
2019-04-28 11:16:26,11.205
2019-04-28 11:16:32,11.239
2019-04-28 11:16:38,11.230
2019-04-28 11:16:44,11.222
2019-04-28 11:16:50,11.230
2019-04-28 11:16:57,11.256
2019-04-28 11:17:03,11.239
2019-04-28 11:17:09,11.256
2019-04-28 11:17:15,10.459
2019-04-28 11:17:21,11.290
2019-04-28 11:17:27,11.299
2019-04-28 11:17:33,11.299
2019-04-28 11:17:39,11.299
2019-04-28 11:17:45,11.290
2019-04-28 11:17:51,11.307
2019-04-28 11:17:57,11.333
2019-04-28 11:18:03,11.342
2019-04-28 11:18:09,11.325
2019-04-28 11:18:15,11.367
2019-04-28 11:18:21,11.342
2019-04-28 11:18:27,11.393
2019-04-28 11:18:33,10.588
2019-04-28 11:18:39,11.393
2019-04-28 11:18:45,11.402
2019-04-28 11:18:51,11.385
2019-04-28 11:18:57,11.419
2019-04-28 11:19:03,11.436
2019-04-28 11:19:09,11.427
2019-04-28 11:19:15,11.444
2019-04-28 11:19:21,11.427
2019-04-28 11:19:27,11.453
2019-04-28 11:19:33,11.436
2019-04-28 11:19:39,11.462
2019-04-28 11:19:45,11.487
2019-04-28 11:19:51,10.673
2019-04-28 11:19:57,11.470
2019-04-28 11:20:03,11.427
2019-04-28 11:20:09,11.462
2019-04-28 11:20:15,11.513
2019-04-28 11:20:21,11.496
2019-04-28 11:20:27,11.504
2019-04-28 11:20:33,11.522
2019-04-28 11:20:39,11.539
2019-04-28 11:20:45,11.539
2019-04-28 11:20:51,11.556
2019-04-28 11:20:57,11.530
2019-04-28 11:21:03,11.564
2019-04-28 11:21:09,11.539
2019-04-28 11:21:15,11.539
2019-04-28 11:21:21,11.573
2019-04-28 11:21:27,11.582
2019-04-28 11:21:33,11.590
2019-04-28 11:21:39,11.582
2019-04-28 11:21:45,11.599
2019-04-28 11:21:51,11.590
2019-04-28 11:21:57,11.616
