Date Time          ,Battery Voltage
2019-04-25 13:50:35,9.748
2019-04-25 13:50:41,9.843
2019-04-25 13:50:47,9.877
2019-04-25 13:50:53,9.868
2019-04-25 13:50:59,9.877
2019-04-25 13:51:05,9.885
2019-04-25 13:51:11,9.894
2019-04-25 13:51:17,9.911
2019-04-25 13:51:23,9.911
2019-04-25 13:51:29,9.928
2019-04-25 13:51:35,9.937
2019-04-25 13:51:41,9.868
2019-04-25 13:51:47,9.954
2019-04-25 13:51:53,9.945
2019-04-25 13:51:59,9.945
2019-04-25 13:52:05,9.937
2019-04-25 13:52:11,9.980
2019-04-25 13:52:17,9.902
2019-04-25 13:52:23,9.988
2019-04-25 13:52:29,9.980
2019-04-25 13:52:35,10.005
2019-04-25 13:52:41,10.014
2019-04-25 13:52:47,9.962
2019-04-25 13:52:53,10.022
2019-04-25 13:52:59,9.166
2019-04-25 13:53:05,10.048
2019-04-25 13:53:11,10.040
2019-04-25 13:53:17,10.031
2019-04-25 13:53:23,10.040
2019-04-25 13:53:29,10.022
2019-04-25 13:53:35,9.988
2019-04-25 13:53:41,10.082
2019-04-25 13:53:47,10.074
2019-04-25 13:53:53,10.057
2019-04-25 13:53:59,10.065
2019-04-25 13:54:05,10.082
2019-04-25 13:54:11,10.057
2019-04-25 13:54:17,10.074
2019-04-25 13:54:23,10.108
2019-04-25 13:54:29,10.082
2019-04-25 13:54:35,10.108
2019-04-25 13:54:41,10.117
2019-04-25 13:54:47,10.108
2019-04-25 13:54:53,10.691
2019-04-25 13:54:59,10.134
2019-04-25 13:55:05,10.142
2019-04-25 13:55:11,10.117
2019-04-25 13:55:17,10.142
2019-04-25 13:55:23,10.134
2019-04-25 13:55:29,10.134
2019-04-25 13:55:35,10.151
2019-04-25 13:55:41,10.159
2019-04-25 13:55:47,10.159
2019-04-25 13:55:53,10.091
2019-04-25 13:55:59,10.177
2019-04-25 13:56:05,10.185
2019-04-25 13:56:11,10.194
2019-04-25 13:56:17,10.151
2019-04-25 13:56:23,10.194
2019-04-25 13:56:29,10.185
2019-04-25 13:56:35,10.194
2019-04-25 13:56:41,10.202
2019-04-25 13:56:47,10.194
2019-04-25 13:56:53,10.202
2019-04-25 13:56:59,10.211
2019-04-25 13:57:05,10.134
2019-04-25 13:57:11,10.219
2019-04-25 13:57:17,10.219
