Date Time          ,Battery Voltage
2019-04-28 20:26:31,11.719
2019-04-28 20:26:37,11.787
2019-04-28 20:26:43,11.787
2019-04-28 20:26:49,11.753
2019-04-28 20:26:55,11.770
2019-04-28 20:27:01,11.779
2019-04-28 20:27:07,11.787
2019-04-28 20:27:13,11.727
2019-04-28 20:27:19,11.787
2019-04-28 20:27:25,11.787
2019-04-28 20:27:31,11.779
2019-04-28 20:27:37,11.761
2019-04-28 20:27:43,11.770
2019-04-28 20:27:49,11.796
2019-04-28 20:27:55,11.804
2019-04-28 20:28:01,11.761
2019-04-28 20:28:07,11.796
2019-04-28 20:28:13,11.804
2019-04-28 20:28:19,11.804
2019-04-28 20:28:25,11.779
2019-04-28 20:28:31,11.796
2019-04-28 20:28:37,11.796
2019-04-28 20:28:43,11.804
2019-04-28 20:28:49,11.787
2019-04-28 20:28:55,11.821
2019-04-28 20:29:01,11.821
2019-04-28 20:29:07,11.804
2019-04-28 20:29:13,11.770
2019-04-28 20:29:19,11.796
2019-04-28 20:29:25,11.804
2019-04-28 20:29:31,11.813
2019-04-28 20:29:37,11.813
2019-04-28 20:29:43,11.830
2019-04-28 20:29:49,11.830
2019-04-28 20:29:55,11.839
2019-04-28 20:30:01,11.821
2019-04-28 20:30:07,11.821
2019-04-28 20:30:13,11.839
2019-04-28 20:30:19,11.830
2019-04-28 20:30:25,11.830
2019-04-28 20:30:31,11.856
2019-04-28 20:30:37,11.821
2019-04-28 20:30:43,11.796
2019-04-28 20:30:49,11.847
2019-04-28 20:30:55,11.847
2019-04-28 20:31:01,11.830
2019-04-28 20:31:07,11.804
2019-04-28 20:31:13,11.821
2019-04-28 20:31:19,13.895
2019-04-28 20:31:25,11.830
2019-04-28 20:31:31,11.839
2019-04-28 20:31:37,11.830
2019-04-28 20:31:43,10.965
2019-04-28 20:31:49,11.839
2019-04-28 20:31:55,11.839
2019-04-28 20:32:01,11.821
2019-04-28 20:32:07,11.025
2019-04-28 20:32:13,11.847
2019-04-28 20:32:19,11.839
2019-04-28 20:32:25,11.813
2019-04-28 20:32:31,11.804
2019-04-28 20:32:37,11.847
2019-04-28 20:32:43,11.821
2019-04-28 20:32:49,11.830
2019-04-28 20:32:55,11.813
2019-04-28 20:33:01,11.821
2019-04-28 20:33:07,11.804
2019-04-28 20:33:13,11.847
2019-04-28 20:33:19,11.830
2019-04-28 20:33:25,10.939
2019-04-28 20:33:31,10.888
2019-04-28 20:33:37,10.930
2019-04-28 20:33:43,11.796
2019-04-28 20:33:49,11.736
2019-04-28 20:33:55,10.879
2019-04-28 20:34:01,10.888
2019-04-28 20:34:07,10.896
2019-04-28 20:34:13,10.888
2019-04-28 20:34:19,10.871
2019-04-28 20:34:25,10.862
2019-04-28 20:34:31,10.853
2019-04-28 20:34:37,10.785
2019-04-28 20:34:43,10.845
2019-04-28 20:34:50,10.802
2019-04-28 20:34:56,10.828
2019-04-28 20:35:02,10.828
2019-04-28 20:35:08,10.793
2019-04-28 20:35:14,10.776
2019-04-28 20:35:20,11.624
2019-04-28 20:35:26,11.599
2019-04-28 20:35:32,10.716
2019-04-28 20:35:38,10.751
2019-04-28 20:35:44,10.751
2019-04-28 20:35:50,10.751
2019-04-28 20:35:56,10.751
2019-04-28 20:36:02,10.725
2019-04-28 20:36:08,10.716
2019-04-28 20:36:14,10.733
2019-04-28 20:36:20,10.708
2019-04-28 20:36:26,10.725
2019-04-28 20:36:32,10.751
2019-04-28 20:36:38,10.716
2019-04-28 20:36:44,10.648
2019-04-28 20:36:50,10.725
2019-04-28 20:36:56,10.699
2019-04-28 20:37:02,10.708
2019-04-28 20:37:08,10.631
2019-04-28 20:37:14,11.504
2019-04-28 20:37:20,10.776
2019-04-28 20:37:26,10.682
2019-04-28 20:37:32,10.639
2019-04-28 20:37:38,10.708
2019-04-28 20:37:44,10.708
2019-04-28 20:37:50,10.682
2019-04-28 20:37:56,10.673
2019-04-28 20:38:02,10.673
2019-04-28 20:38:08,10.673
2019-04-28 20:38:14,10.665
2019-04-28 20:38:20,10.648
2019-04-28 20:38:26,10.665
2019-04-28 20:38:32,10.656
2019-04-28 20:38:38,10.656
2019-04-28 20:38:44,10.639
2019-04-28 20:38:50,10.639
2019-04-28 20:38:56,10.639
2019-04-28 20:39:02,12.387
2019-04-28 20:39:08,11.419
2019-04-28 20:39:14,10.631
2019-04-28 20:39:20,10.639
