Date Time          ,Battery Voltage
2019-04-24 12:00:00,11.333
2019-04-24 12:00:06,11.359
2019-04-24 12:00:12,11.350
2019-04-24 12:00:18,11.367
2019-04-24 12:00:24,11.333
2019-04-24 12:00:30,11.359
2019-04-24 12:00:36,11.359
2019-04-24 12:00:42,11.376
2019-04-24 12:00:48,11.367
2019-04-24 12:00:54,11.359
2019-04-24 12:01:00,11.359
2019-04-24 12:01:06,11.385
2019-04-24 12:01:12,11.290
2019-04-24 12:01:18,11.376
2019-04-24 12:01:24,11.385
2019-04-24 12:01:30,11.393
2019-04-24 12:01:36,11.367
2019-04-24 12:01:42,11.376
2019-04-24 12:01:48,11.385
2019-04-24 12:01:54,11.393
2019-04-24 12:02:00,11.376
2019-04-24 12:02:06,11.393
2019-04-24 12:02:12,11.385
2019-04-24 12:02:18,11.385
2019-04-24 12:02:24,11.402
2019-04-24 12:02:30,11.402
2019-04-24 12:02:36,11.402
2019-04-24 12:02:42,11.419
2019-04-24 12:02:48,11.393
2019-04-24 12:02:54,11.410
2019-04-24 12:03:00,11.410
2019-04-24 12:03:06,11.402
2019-04-24 12:03:12,11.419
2019-04-24 12:03:18,11.427
2019-04-24 12:03:24,11.410
2019-04-24 12:03:30,11.419
2019-04-24 12:03:36,11.427
2019-04-24 12:03:42,11.444
2019-04-24 12:03:48,11.427
2019-04-24 12:03:54,11.436
2019-04-24 12:04:00,11.427
2019-04-24 12:04:06,11.436
2019-04-24 12:04:12,11.444
2019-04-24 12:04:18,11.453
2019-04-24 12:04:24,11.444
2019-04-24 12:04:30,11.436
2019-04-24 12:04:36,11.453
2019-04-24 12:04:42,11.453
2019-04-24 12:04:48,11.453
2019-04-24 12:04:54,11.444
2019-04-24 12:05:00,11.444
2019-04-24 12:05:06,11.470
2019-04-24 12:05:12,11.453
2019-04-24 12:05:18,11.470
2019-04-24 12:05:24,11.487
2019-04-24 12:05:30,11.462
2019-04-24 12:05:36,11.462
2019-04-24 12:05:42,11.462
2019-04-24 12:05:48,11.504
2019-04-24 12:05:54,11.470
2019-04-24 12:06:00,11.479
2019-04-24 12:06:06,11.479
2019-04-24 12:06:12,11.701
2019-04-24 12:06:18,11.496
2019-04-24 12:06:24,11.496
2019-04-24 12:06:30,11.496
2019-04-24 12:06:36,10.699
